contact_pair	end2	region1	region2	pixel_size	chrom2	chrom1	start2	dist_from_diag	end1	start1	Sample	value	Patient	Celltype
(('chr9', 77010000, 77020000), ('chr9', 126610000, 126620000))	126620000	('chr9', 77010000, 77020000)	('chr9', 126610000, 126620000)	100000000	chr9	chr9	126610000	49600000.0	77020000	77010000	91_NeuN-	1.3107633282339735	91	NeuN-
(('chr9', 77010000, 77020000), ('chr9', 113000000, 113020000))	113020000	('chr9', 77010000, 77020000)	('chr9', 113000000, 113020000)	200000000	chr9	chr9	113000000	35995000.0	77020000	77010000	91_NeuN-	0.7913251631655984	91	NeuN-
(('chr9', 93940000, 93950000), ('chr9', 97810000, 97850000))	97850000	('chr9', 93940000, 93950000)	('chr9', 97810000, 97850000)	400000000	chr9	chr9	97810000	3885000.0	93950000	93940000	91_NeuN-	1.3716597647350541	91	NeuN-
(('chr9', 93940000, 93950000), ('chr9', 122210000, 122220000))	122220000	('chr9', 93940000, 93950000)	('chr9', 122210000, 122220000)	100000000	chr9	chr9	122210000	28270000.0	93950000	93940000	91_NeuN-	1.3171500089217212	91	NeuN-
(('chr9', 93940000, 93950000), ('chr9', 126610000, 126620000))	126620000	('chr9', 93940000, 93950000)	('chr9', 126610000, 126620000)	100000000	chr9	chr9	126610000	32670000.0	93950000	93940000	91_NeuN-	1.2539995283773167	91	NeuN-
(('chr9', 93940000, 93950000), ('chr9', 132460000, 132610000))	132610000	('chr9', 93940000, 93950000)	('chr9', 132460000, 132610000)	1500000000	chr9	chr9	132460000	38590000.0	93950000	93940000	91_NeuN-	1.5391238873126487	91	NeuN-
(('chr9', 97810000, 97850000), ('chr9', 122210000, 122220000))	122220000	('chr9', 97810000, 97850000)	('chr9', 122210000, 122220000)	400000000	chr9	chr9	122210000	24385000.0	97850000	97810000	91_NeuN-	1.1543479953235607	91	NeuN-
(('chr9', 97810000, 97850000), ('chr9', 113000000, 113020000))	113020000	('chr9', 97810000, 97850000)	('chr9', 113000000, 113020000)	800000000	chr9	chr9	113000000	15180000.0	97850000	97810000	91_NeuN-	1.258029544927236	91	NeuN-
(('chr9', 122210000, 122220000), ('chr9', 126610000, 126620000))	126620000	('chr9', 122210000, 122220000)	('chr9', 126610000, 126620000)	100000000	chr9	chr9	126610000	4400000.0	122220000	122210000	91_NeuN-	0.9421172778261364	91	NeuN-
(('chr9', 122210000, 122220000), ('chr9', 132460000, 132610000))	132610000	('chr9', 122210000, 122220000)	('chr9', 132460000, 132610000)	1500000000	chr9	chr9	132460000	10320000.0	122220000	122210000	91_NeuN-	1.0569339562029028	91	NeuN-
(('chr9', 122210000, 122220000), ('chr9', 113000000, 113020000))	113020000	('chr9', 122210000, 122220000)	('chr9', 113000000, 113020000)	200000000	chr9	chr9	113000000	9205000.0	122220000	122210000	91_NeuN-		91	NeuN-
(('chr9', 126610000, 126620000), ('chr9', 132460000, 132610000))	132610000	('chr9', 126610000, 126620000)	('chr9', 132460000, 132610000)	1500000000	chr9	chr9	132460000	5920000.0	126620000	126610000	91_NeuN-	1.2636249587863888	91	NeuN-
(('chr9', 132460000, 132610000), ('chr17', 48500000, 48640000))	48640000	('chr9', 132460000, 132610000)	('chr17', 48500000, 48640000)	21000000000	chr17	chr9	48500000	83965000.0	132610000	132460000	91_NeuN-		91	NeuN-
(('chr9', 132460000, 132610000), ('chr17', 79780000, 79800000))	79800000	('chr9', 132460000, 132610000)	('chr17', 79780000, 79800000)	3000000000	chr17	chr9	79780000	52745000.0	132610000	132460000	91_NeuN-		91	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 22330000, 22340000))	22340000	('chr10', 8050000, 8060000)	('chr10', 22330000, 22340000)	100000000	chr10	chr10	22330000	14280000.0	8060000	8050000	91_NeuN-	1.3425824782929523	91	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 26200000, 26220000))	26220000	('chr10', 8050000, 8060000)	('chr10', 26200000, 26220000)	200000000	chr10	chr10	26200000	18155000.0	8060000	8050000	91_NeuN-	1.3961638591810035	91	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 99520000, 99540000))	99540000	('chr10', 8050000, 8060000)	('chr10', 99520000, 99540000)	200000000	chr10	chr10	99520000	91475000.0	8060000	8050000	91_NeuN-	1.0276423185045624	91	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 100730000, 100750000))	100750000	('chr10', 8050000, 8060000)	('chr10', 100730000, 100750000)	200000000	chr10	chr10	100730000	92685000.0	8060000	8050000	91_NeuN-	0.47817809045385934	91	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 101220000, 101240000))	101240000	('chr10', 8050000, 8060000)	('chr10', 101220000, 101240000)	200000000	chr10	chr10	101220000	93175000.0	8060000	8050000	91_NeuN-	0.42731416872304157	91	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 117140000, 117150000))	117150000	('chr10', 8050000, 8060000)	('chr10', 117140000, 117150000)	100000000	chr10	chr10	117140000	109090000.0	8060000	8050000	91_NeuN-	2.5289900506819847	91	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 117530000, 117540000))	117540000	('chr10', 8050000, 8060000)	('chr10', 117530000, 117540000)	100000000	chr10	chr10	117530000	109480000.0	8060000	8050000	91_NeuN-	1.2584946029878912	91	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 118230000, 118240000))	118240000	('chr10', 8050000, 8060000)	('chr10', 118230000, 118240000)	100000000	chr10	chr10	118230000	110180000.0	8060000	8050000	91_NeuN-	0.44442940716826934	91	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 123130000, 123140000))	123140000	('chr10', 8050000, 8060000)	('chr10', 123130000, 123140000)	100000000	chr10	chr10	123130000	115080000.0	8060000	8050000	91_NeuN-	1.1920980033926991	91	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 129960000, 129970000))	129970000	('chr10', 8050000, 8060000)	('chr10', 129960000, 129970000)	100000000	chr10	chr10	129960000	121910000.0	8060000	8050000	91_NeuN-	1.913854139992054	91	NeuN-
(('chr10', 22330000, 22340000), ('chr10', 23180000, 23190000))	23190000	('chr10', 22330000, 22340000)	('chr10', 23180000, 23190000)	100000000	chr10	chr10	23180000	850000.0	22340000	22330000	91_NeuN-	1.564627751195078	91	NeuN-
(('chr10', 23180000, 23190000), ('chr10', 26200000, 26220000))	26220000	('chr10', 23180000, 23190000)	('chr10', 26200000, 26220000)	200000000	chr10	chr10	26200000	3025000.0	23190000	23180000	91_NeuN-	1.218602000096071	91	NeuN-
(('chr10', 26200000, 26220000), ('chr10', 99520000, 99540000))	99540000	('chr10', 26200000, 26220000)	('chr10', 99520000, 99540000)	400000000	chr10	chr10	99520000	73320000.0	26220000	26200000	91_NeuN-	0.6063129275820035	91	NeuN-
(('chr10', 26200000, 26220000), ('chr10', 117530000, 117540000))	117540000	('chr10', 26200000, 26220000)	('chr10', 117530000, 117540000)	200000000	chr10	chr10	117530000	91325000.0	26220000	26200000	91_NeuN-	0.9684652913638604	91	NeuN-
(('chr10', 75390000, 75430000), ('chr10', 99520000, 99540000))	99540000	('chr10', 75390000, 75430000)	('chr10', 99520000, 99540000)	800000000	chr10	chr10	99520000	24120000.0	75430000	75390000	91_NeuN-	1.0975919970724275	91	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 100730000, 100750000))	100750000	('chr10', 99520000, 99540000)	('chr10', 100730000, 100750000)	400000000	chr10	chr10	100730000	1210000.0	99540000	99520000	91_NeuN-	0.7611220384561982	91	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 101220000, 101240000))	101240000	('chr10', 99520000, 99540000)	('chr10', 101220000, 101240000)	400000000	chr10	chr10	101220000	1700000.0	99540000	99520000	91_NeuN-	0.6104597276370499	91	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 117140000, 117150000))	117150000	('chr10', 99520000, 99540000)	('chr10', 117140000, 117150000)	200000000	chr10	chr10	117140000	17615000.0	99540000	99520000	91_NeuN-	1.2210220804130822	91	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 117530000, 117540000))	117540000	('chr10', 99520000, 99540000)	('chr10', 117530000, 117540000)	200000000	chr10	chr10	117530000	18005000.0	99540000	99520000	91_NeuN-	1.6305601058712837	91	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 118230000, 118240000))	118240000	('chr10', 99520000, 99540000)	('chr10', 118230000, 118240000)	200000000	chr10	chr10	118230000	18705000.0	99540000	99520000	91_NeuN-	1.650797516512059	91	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 123130000, 123140000))	123140000	('chr10', 99520000, 99540000)	('chr10', 123130000, 123140000)	200000000	chr10	chr10	123130000	23605000.0	99540000	99520000	91_NeuN-	1.086184313122662	91	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 129960000, 129970000))	129970000	('chr10', 99520000, 99540000)	('chr10', 129960000, 129970000)	200000000	chr10	chr10	129960000	30435000.0	99540000	99520000	91_NeuN-	1.4471740177921553	91	NeuN-
(('chr10', 100730000, 100750000), ('chr10', 101220000, 101240000))	101240000	('chr10', 100730000, 100750000)	('chr10', 101220000, 101240000)	400000000	chr10	chr10	101220000	490000.0	100750000	100730000	91_NeuN-	0.7396099618664278	91	NeuN-
(('chr10', 100730000, 100750000), ('chr10', 117140000, 117150000))	117150000	('chr10', 100730000, 100750000)	('chr10', 117140000, 117150000)	200000000	chr10	chr10	117140000	16405000.0	100750000	100730000	91_NeuN-	1.03431325813626	91	NeuN-
(('chr10', 100730000, 100750000), ('chr10', 118230000, 118240000))	118240000	('chr10', 100730000, 100750000)	('chr10', 118230000, 118240000)	200000000	chr10	chr10	118230000	17495000.0	100750000	100730000	91_NeuN-	1.0160473012795697	91	NeuN-
(('chr10', 100730000, 100750000), ('chr10', 123130000, 123140000))	123140000	('chr10', 100730000, 100750000)	('chr10', 123130000, 123140000)	200000000	chr10	chr10	123130000	22395000.0	100750000	100730000	91_NeuN-	1.5892897038474783	91	NeuN-
(('chr10', 100730000, 100750000), ('chr10', 129960000, 129970000))	129970000	('chr10', 100730000, 100750000)	('chr10', 129960000, 129970000)	200000000	chr10	chr10	129960000	29225000.0	100750000	100730000	91_NeuN-	1.7755223857371336	91	NeuN-
(('chr10', 100730000, 100750000), ('chr12', 53900000, 54070000))	54070000	('chr10', 100730000, 100750000)	('chr12', 53900000, 54070000)	3400000000	chr12	chr10	53900000	46755000.0	100750000	100730000	91_NeuN-		91	NeuN-
(('chr10', 101220000, 101240000), ('chr10', 117140000, 117150000))	117150000	('chr10', 101220000, 101240000)	('chr10', 117140000, 117150000)	200000000	chr10	chr10	117140000	15915000.0	101240000	101220000	91_NeuN-	0.965475408512114	91	NeuN-
(('chr10', 101220000, 101240000), ('chr10', 123130000, 123140000))	123140000	('chr10', 101220000, 101240000)	('chr10', 123130000, 123140000)	200000000	chr10	chr10	123130000	21905000.0	101240000	101220000	91_NeuN-	0.8589128789577207	91	NeuN-
(('chr10', 101220000, 101240000), ('chr10', 129960000, 129970000))	129970000	('chr10', 101220000, 101240000)	('chr10', 129960000, 129970000)	200000000	chr10	chr10	129960000	28735000.0	101240000	101220000	91_NeuN-	0.7245078811694827	91	NeuN-
(('chr10', 117140000, 117150000), ('chr10', 118230000, 118240000))	118240000	('chr10', 117140000, 117150000)	('chr10', 118230000, 118240000)	100000000	chr10	chr10	118230000	1090000.0	117150000	117140000	91_NeuN-	1.168787063706342	91	NeuN-
(('chr10', 117140000, 117150000), ('chr10', 123130000, 123140000))	123140000	('chr10', 117140000, 117150000)	('chr10', 123130000, 123140000)	100000000	chr10	chr10	123130000	5990000.0	117150000	117140000	91_NeuN-	1.1939096924537882	91	NeuN-
(('chr10', 117140000, 117150000), ('chr10', 129960000, 129970000))	129970000	('chr10', 117140000, 117150000)	('chr10', 129960000, 129970000)	100000000	chr10	chr10	129960000	12820000.0	117150000	117140000	91_NeuN-	1.5311213018627354	91	NeuN-
(('chr10', 117530000, 117540000), ('chr10', 118230000, 118240000))	118240000	('chr10', 117530000, 117540000)	('chr10', 118230000, 118240000)	100000000	chr10	chr10	118230000	700000.0	117540000	117530000	91_NeuN-	1.9178155134880033	91	NeuN-
(('chr10', 117530000, 117540000), ('chr10', 123130000, 123140000))	123140000	('chr10', 117530000, 117540000)	('chr10', 123130000, 123140000)	100000000	chr10	chr10	123130000	5600000.0	117540000	117530000	91_NeuN-	1.280134940344134	91	NeuN-
(('chr10', 117530000, 117540000), ('chr10', 129960000, 129970000))	129970000	('chr10', 117530000, 117540000)	('chr10', 129960000, 129970000)	100000000	chr10	chr10	129960000	12430000.0	117540000	117530000	91_NeuN-	1.9395020097817819	91	NeuN-
(('chr10', 118230000, 118240000), ('chr10', 123130000, 123140000))	123140000	('chr10', 118230000, 118240000)	('chr10', 123130000, 123140000)	100000000	chr10	chr10	123130000	4900000.0	118240000	118230000	91_NeuN-	0.8233360214139962	91	NeuN-
(('chr10', 118230000, 118240000), ('chr10', 129960000, 129970000))	129970000	('chr10', 118230000, 118240000)	('chr10', 129960000, 129970000)	100000000	chr10	chr10	129960000	11730000.0	118240000	118230000	91_NeuN-	1.5364909622139438	91	NeuN-
(('chr10', 123130000, 123140000), ('chr10', 129960000, 129970000))	129970000	('chr10', 123130000, 123140000)	('chr10', 129960000, 129970000)	100000000	chr10	chr10	129960000	6830000.0	123140000	123130000	91_NeuN-	1.4307136431781533	91	NeuN-
(('chr11', 20160000, 20170000), ('chr11', 31810000, 31820000))	31820000	('chr11', 20160000, 20170000)	('chr11', 31810000, 31820000)	100000000	chr11	chr11	31810000	11650000.0	20170000	20160000	91_NeuN-	1.311862207332878	91	NeuN-
(('chr11', 20160000, 20170000), ('chr11', 32430000, 32440000))	32440000	('chr11', 20160000, 20170000)	('chr11', 32430000, 32440000)	100000000	chr11	chr11	32430000	12270000.0	20170000	20160000	91_NeuN-	1.6206951420356182	91	NeuN-
(('chr11', 20160000, 20170000), ('chr11', 44310000, 44320000))	44320000	('chr11', 20160000, 20170000)	('chr11', 44310000, 44320000)	100000000	chr11	chr11	44310000	24150000.0	20170000	20160000	91_NeuN-	1.3452734942150821	91	NeuN-
(('chr11', 20600000, 20610000), ('chr11', 31810000, 31820000))	31820000	('chr11', 20600000, 20610000)	('chr11', 31810000, 31820000)	100000000	chr11	chr11	31810000	11210000.0	20610000	20600000	91_NeuN-	1.1974748369710222	91	NeuN-
(('chr11', 20600000, 20610000), ('chr11', 32430000, 32440000))	32440000	('chr11', 20600000, 20610000)	('chr11', 32430000, 32440000)	100000000	chr11	chr11	32430000	11830000.0	20610000	20600000	91_NeuN-	1.5343765863559233	91	NeuN-
(('chr11', 20600000, 20610000), ('chr11', 44310000, 44320000))	44320000	('chr11', 20600000, 20610000)	('chr11', 44310000, 44320000)	100000000	chr11	chr11	44310000	23710000.0	20610000	20600000	91_NeuN-	1.5247480324953258	91	NeuN-
(('chr11', 31810000, 31820000), ('chr11', 32430000, 32440000))	32440000	('chr11', 31810000, 31820000)	('chr11', 32430000, 32440000)	100000000	chr11	chr11	32430000	620000.0	31820000	31810000	91_NeuN-	0.8149167591457935	91	NeuN-
(('chr11', 31810000, 31820000), ('chr11', 44310000, 44320000))	44320000	('chr11', 31810000, 31820000)	('chr11', 44310000, 44320000)	100000000	chr11	chr11	44310000	12500000.0	31820000	31810000	91_NeuN-	1.4005316906538088	91	NeuN-
(('chr11', 32430000, 32440000), ('chr11', 44310000, 44320000))	44320000	('chr11', 32430000, 32440000)	('chr11', 44310000, 44320000)	100000000	chr11	chr11	44310000	11880000.0	32440000	32430000	91_NeuN-	1.5289389420769122	91	NeuN-
(('chr11', 44310000, 44320000), ('chr11', 122960000, 122970000))	122970000	('chr11', 44310000, 44320000)	('chr11', 122960000, 122970000)	100000000	chr11	chr11	122960000	78650000.0	44320000	44310000	91_NeuN-	1.635856677521411	91	NeuN-
(('chr11', 44310000, 44320000), ('chr11', 128680000, 128700000))	128700000	('chr11', 44310000, 44320000)	('chr11', 128680000, 128700000)	200000000	chr11	chr11	128680000	84375000.0	44320000	44310000	91_NeuN-	1.681861384619944	91	NeuN-
(('chr11', 122960000, 122970000), ('chr12', 53900000, 54070000))	54070000	('chr11', 122960000, 122970000)	('chr12', 53900000, 54070000)	1700000000	chr12	chr11	53900000	68980000.0	122970000	122960000	91_NeuN-		91	NeuN-
(('chr12', 53900000, 54070000), ('chr12', 85270000, 85280000))	85280000	('chr12', 53900000, 54070000)	('chr12', 85270000, 85280000)	1700000000	chr12	chr12	85270000	31290000.0	54070000	53900000	91_NeuN-	0.8653814574198633	91	NeuN-
(('chr12', 53900000, 54070000), ('chr12', 113460000, 113470000))	113470000	('chr12', 53900000, 54070000)	('chr12', 113460000, 113470000)	1700000000	chr12	chr12	113460000	59480000.0	54070000	53900000	91_NeuN-	2.2842078170104343	91	NeuN-
(('chr12', 53900000, 54070000), ('chr12', 114390000, 114400000))	114400000	('chr12', 53900000, 54070000)	('chr12', 114390000, 114400000)	1700000000	chr12	chr12	114390000	60410000.0	54070000	53900000	91_NeuN-	1.4438235723195572	91	NeuN-
(('chr12', 53900000, 54070000), ('chr12', 114680000, 114690000))	114690000	('chr12', 53900000, 54070000)	('chr12', 114680000, 114690000)	1700000000	chr12	chr12	114680000	60700000.0	54070000	53900000	91_NeuN-	1.6847406420671254	91	NeuN-
(('chr12', 53900000, 54070000), ('chr12', 130160000, 130170000))	130170000	('chr12', 53900000, 54070000)	('chr12', 130160000, 130170000)	1700000000	chr12	chr12	130160000	76180000.0	54070000	53900000	91_NeuN-	2.426016251383541	91	NeuN-
(('chr12', 53900000, 54070000), ('chr15', 76310000, 76330000))	76330000	('chr12', 53900000, 54070000)	('chr15', 76310000, 76330000)	3400000000	chr15	chr12	76310000	22335000.0	54070000	53900000	91_NeuN-		91	NeuN-
(('chr12', 53900000, 54070000), ('chr17', 48500000, 48640000))	48640000	('chr12', 53900000, 54070000)	('chr17', 48500000, 48640000)	23800000000	chr17	chr12	48500000	5415000.0	54070000	53900000	91_NeuN-		91	NeuN-
(('chr12', 85270000, 85280000), ('chr12', 113460000, 113470000))	113470000	('chr12', 85270000, 85280000)	('chr12', 113460000, 113470000)	100000000	chr12	chr12	113460000	28190000.0	85280000	85270000	91_NeuN-	0.5697133976010403	91	NeuN-
(('chr12', 85270000, 85280000), ('chr12', 114390000, 114400000))	114400000	('chr12', 85270000, 85280000)	('chr12', 114390000, 114400000)	100000000	chr12	chr12	114390000	29120000.0	85280000	85270000	91_NeuN-	0.65776983285995	91	NeuN-
(('chr12', 113460000, 113470000), ('chr12', 114390000, 114400000))	114400000	('chr12', 113460000, 113470000)	('chr12', 114390000, 114400000)	100000000	chr12	chr12	114390000	930000.0	113470000	113460000	91_NeuN-	0.9801014104886685	91	NeuN-
(('chr12', 113460000, 113470000), ('chr12', 114680000, 114690000))	114690000	('chr12', 113460000, 113470000)	('chr12', 114680000, 114690000)	100000000	chr12	chr12	114680000	1220000.0	113470000	113460000	91_NeuN-	0.9749098315304907	91	NeuN-
(('chr12', 114390000, 114400000), ('chr17', 79780000, 79800000))	79800000	('chr12', 114390000, 114400000)	('chr17', 79780000, 79800000)	200000000	chr17	chr12	79780000	34605000.0	114400000	114390000	91_NeuN-		91	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 27920000, 27990000))	27990000	('chr13', 20120000, 20200000)	('chr13', 27920000, 27990000)	5600000000	chr13	chr13	27920000	7795000.0	20200000	20120000	91_NeuN-	1.5273662766597533	91	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 52850000, 52860000))	52860000	('chr13', 20120000, 20200000)	('chr13', 52850000, 52860000)	800000000	chr13	chr13	52850000	32695000.0	20200000	20120000	91_NeuN-	2.5840229535862322	91	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 78580000, 78600000))	78600000	('chr13', 20120000, 20200000)	('chr13', 78580000, 78600000)	1600000000	chr13	chr13	78580000	58430000.0	20200000	20120000	91_NeuN-	1.7282666797780615	91	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 94700000, 94710000))	94710000	('chr13', 20120000, 20200000)	('chr13', 94700000, 94710000)	800000000	chr13	chr13	94700000	74545000.0	20200000	20120000	91_NeuN-	0.6038368874597994	91	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 99970000, 99980000))	99980000	('chr13', 20120000, 20200000)	('chr13', 99970000, 99980000)	800000000	chr13	chr13	99970000	79815000.0	20200000	20120000	91_NeuN-	1.83361771985973	91	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 112050000, 112060000))	112060000	('chr13', 20120000, 20200000)	('chr13', 112050000, 112060000)	800000000	chr13	chr13	112050000	91895000.0	20200000	20120000	91_NeuN-	1.942394441680859	91	NeuN-
(('chr13', 27370000, 27380000), ('chr13', 27920000, 27990000))	27990000	('chr13', 27370000, 27380000)	('chr13', 27920000, 27990000)	700000000	chr13	chr13	27920000	580000.0	27380000	27370000	91_NeuN-	1.417341592778855	91	NeuN-
(('chr13', 27370000, 27380000), ('chr13', 78580000, 78600000))	78600000	('chr13', 27370000, 27380000)	('chr13', 78580000, 78600000)	200000000	chr13	chr13	78580000	51215000.0	27380000	27370000	91_NeuN-	0.9971380412443925	91	NeuN-
(('chr13', 27370000, 27380000), ('chr13', 99970000, 99980000))	99980000	('chr13', 27370000, 27380000)	('chr13', 99970000, 99980000)	100000000	chr13	chr13	99970000	72600000.0	27380000	27370000	91_NeuN-	1.3232782912290386	91	NeuN-
